""Each entry is a "(time (ns),voltage (mV))" pair. Each row is an individual trace""
"(0., 0.)","(0.10000000000000142, 2.945606656)","(0.1999999999999993, 2.945606656)","(0.3000000000000007, 7.36401664)","(0.3999999999999986, 4.4184099839999)","(0.5, 11.782426624)","(0.5999999999999979, 22.092049919999997)","(0.6999999999999993, 26.510459904)","(0.8000000000000007, 30.928869887999902)","(0.9000000000000021, 35.347279871999895)","(1., 33.874476544)","(1.1000000000000014, 29.45606656)","(1.1999999999999993, 26.510459904)","(1.2999999999999972, 23.564853248)","(1.3999999999999986, 16.200836608)","(1.5, 11.782426624)","(1.6000000000000014, 4.4184099839999)","(1.6999999999999993, -1.472803328)","(1.8000000000000007, -5.891213312)","(1.9000000000000021, -8.836819967999899)","(2., -10.309623296)"
"(0., -7.36401664)","(0.10000000000000142, -5.891213312)","(0.1999999999999993, -8.836819967999899)","(0.3000000000000007, -4.4184099839999)","(0.3999999999999986, 0.)","(0.5, 13.255229952)","(0.5999999999999979, 25.037656576)","(0.6999999999999993, 38.2928865279999)","(0.8000000000000007, 47.129706496)","(0.9000000000000021, 48.602509823999895)","(1., 48.602509823999895)","(1.1000000000000014, 41.238493184)","(1.1999999999999993, 35.347279871999895)","(1.2999999999999972, 26.510459904)","(1.3999999999999986, 14.72803328)","(1.5, 5.891213312)","(1.6000000000000014, -1.472803328)","(1.6999999999999993, -10.309623296)","(1.8000000000000007, -19.146443263999902)","(1.9000000000000021, -19.146443263999902)","(2., -22.092049919999997)"
"(0., -1.472803328)","(0.10000000000000142, -2.945606656)","(0.1999999999999993, -4.4184099839999)","(0.3000000000000007, -1.472803328)","(0.3999999999999986, 0.)","(0.5, 14.72803328)","(0.5999999999999979, 26.510459904)","(0.6999999999999993, 36.8200832)","(0.8000000000000007, 45.656903168)","(0.9000000000000021, 50.075313152)","(1., 50.075313152)","(1.1000000000000014, 42.711296512000004)","(1.1999999999999993, 32.401673216)","(1.2999999999999972, 22.092049919999997)","(1.3999999999999986, 10.309623296)","(1.5, 1.472803328)","(1.6000000000000014, -7.36401664)","(1.6999999999999993, -14.72803328)","(1.8000000000000007, -19.146443263999902)","(1.9000000000000021, -22.092049919999997)","(2., -19.146443263999902)"
"(0., -2.945606656)","(0.10000000000000142, -4.4184099839999)","(0.1999999999999993, -5.891213312)","(0.3000000000000007, 0.)","(0.3999999999999986, 5.891213312)","(0.5, 13.255229952)","(0.5999999999999979, 23.564853248)","(0.6999999999999993, 29.45606656)","(0.8000000000000007, 36.8200832)","(0.9000000000000021, 41.238493184)","(1., 42.711296512000004)","(1.1000000000000014, 35.347279871999895)","(1.1999999999999993, 27.983263232)","(1.2999999999999972, 22.092049919999997)","(1.3999999999999986, 17.6736399359999)","(1.5, 4.4184099839999)","(1.6000000000000014, -4.4184099839999)","(1.6999999999999993, -10.309623296)","(1.8000000000000007, -11.782426624)","(1.9000000000000021, -14.72803328)","(2., -17.6736399359999)"
"(0., -10.309623296)","(0.10000000000000142, -8.836819967999899)","(0.1999999999999993, -11.782426624)","(0.3000000000000007, -7.36401664)","(0.3999999999999986, -2.945606656)","(0.5, 7.36401664)","(0.5999999999999979, 19.146443263999902)","(0.6999999999999993, 30.928869887999902)","(0.8000000000000007, 38.2928865279999)","(0.9000000000000021, 41.238493184)","(1., 42.711296512000004)","(1.1000000000000014, 38.2928865279999)","(1.1999999999999993, 32.401673216)","(1.2999999999999972, 26.510459904)","(1.3999999999999986, 17.6736399359999)","(1.5, 10.309623296)","(1.6000000000000014, 0.)","(1.6999999999999993, -4.4184099839999)","(1.8000000000000007, -16.200836608)","(1.9000000000000021, -17.6736399359999)","(2., -23.564853248)"
"(0., -1.472803328)","(0.10000000000000142, 0.)","(0.1999999999999993, 0.)","(0.3000000000000007, 0.)","(0.3999999999999986, 1.472803328)","(0.5, 8.836819967999899)","(0.5999999999999979, 14.72803328)","(0.6999999999999993, 22.092049919999997)","(0.8000000000000007, 29.45606656)","(0.9000000000000021, 33.874476544)","(1., 35.347279871999895)","(1.1000000000000014, 32.401673216)","(1.1999999999999993, 29.45606656)","(1.2999999999999972, 23.564853248)","(1.3999999999999986, 16.200836608)","(1.5, 8.836819967999899)","(1.6000000000000014, 0.)","(1.6999999999999993, -7.36401664)","(1.8000000000000007, -11.782426624)","(1.9000000000000021, -14.72803328)","(2., -16.200836608)"
"(0., -5.891213312)","(0.10000000000000142, -7.36401664)","(0.1999999999999993, -10.309623296)","(0.3000000000000007, -11.782426624)","(0.3999999999999986, -7.36401664)","(0.5, 8.836819967999899)","(0.5999999999999979, 25.037656576)","(0.6999999999999993, 39.765689856)","(0.8000000000000007, 47.129706496)","(0.9000000000000021, 50.075313152)","(1., 48.602509823999895)","(1.1000000000000014, 42.711296512000004)","(1.1999999999999993, 35.347279871999895)","(1.2999999999999972, 23.564853248)","(1.3999999999999986, 13.255229952)","(1.5, 2.945606656)","(1.6000000000000014, -8.836819967999899)","(1.6999999999999993, -16.200836608)","(1.8000000000000007, -17.6736399359999)","(1.9000000000000021, -23.564853248)","(2., -25.037656576)"
"(0., -1.472803328)","(0.10000000000000142, -1.472803328)","(0.1999999999999993, -1.472803328)","(0.3000000000000007, 1.472803328)","(0.3999999999999986, 4.4184099839999)","(0.5, 13.255229952)","(0.5999999999999979, 26.510459904)","(0.6999999999999993, 35.347279871999895)","(0.8000000000000007, 39.765689856)","(0.9000000000000021, 41.238493184)","(1., 39.765689856)","(1.1000000000000014, 35.347279871999895)","(1.1999999999999993, 30.928869887999902)","(1.2999999999999972, 25.037656576)","(1.3999999999999986, 14.72803328)","(1.5, 0.)","(1.6000000000000014, -4.4184099839999)","(1.6999999999999993, -10.309623296)","(1.8000000000000007, -14.72803328)","(1.9000000000000021, -19.146443263999902)","(2., -17.6736399359999)"
"(0., -4.4184099839999)","(0.10000000000000142, -4.4184099839999)","(0.1999999999999993, -8.836819967999899)","(0.3000000000000007, -5.891213312)","(0.3999999999999986, -5.891213312)","(0.5, 4.4184099839999)","(0.5999999999999979, 14.72803328)","(0.6999999999999993, 26.510459904)","(0.8000000000000007, 33.874476544)","(0.9000000000000021, 41.238493184)","(1., 45.656903168)","(1.1000000000000014, 45.656903168)","(1.1999999999999993, 38.2928865279999)","(1.2999999999999972, 33.874476544)","(1.3999999999999986, 23.564853248)","(1.5, 13.255229952)","(1.6000000000000014, -1.472803328)","(1.6999999999999993, -13.255229952)","(1.8000000000000007, -23.564853248)","(1.9000000000000021, -29.45606656)","(2., -29.45606656)"
"(0., -5.891213312)","(0.10000000000000142, -2.945606656)","(0.1999999999999993, 0.)","(0.3000000000000007, 0.)","(0.3999999999999986, 4.4184099839999)","(0.5, 17.6736399359999)","(0.5999999999999979, 26.510459904)","(0.6999999999999993, 30.928869887999902)","(0.8000000000000007, 38.2928865279999)","(0.9000000000000021, 42.711296512000004)","(1., 39.765689856)","(1.1000000000000014, 33.874476544)","(1.1999999999999993, 25.037656576)","(1.2999999999999972, 19.146443263999902)","(1.3999999999999986, 10.309623296)","(1.5, 4.4184099839999)","(1.6000000000000014, -5.891213312)","(1.6999999999999993, -5.891213312)","(1.8000000000000007, -10.309623296)","(1.9000000000000021, -11.782426624)","(2., -13.255229952)"
"(0., -8.836819967999899)","(0.10000000000000142, -10.309623296)","(0.1999999999999993, -8.836819967999899)","(0.3000000000000007, -7.36401664)","(0.3999999999999986, -4.4184099839999)","(0.5, 4.4184099839999)","(0.5999999999999979, 17.6736399359999)","(0.6999999999999993, 33.874476544)","(0.8000000000000007, 39.765689856)","(0.9000000000000021, 47.129706496)","(1., 47.129706496)","(1.1000000000000014, 42.711296512000004)","(1.1999999999999993, 39.765689856)","(1.2999999999999972, 32.401673216)","(1.3999999999999986, 20.619246592)","(1.5, 10.309623296)","(1.6000000000000014, -1.472803328)","(1.6999999999999993, -7.36401664)","(1.8000000000000007, -16.200836608)","(1.9000000000000021, -19.146443263999902)","(2., -20.619246592)"
"(0., 8.836819967999899)","(0.10000000000000142, 5.891213312)","(0.1999999999999993, 2.945606656)","(0.3000000000000007, 2.945606656)","(0.3999999999999986, 0.)","(0.5, 4.4184099839999)","(0.5999999999999979, 17.6736399359999)","(0.6999999999999993, 23.564853248)","(0.8000000000000007, 25.037656576)","(0.9000000000000021, 35.347279871999895)","(1., 35.347279871999895)","(1.1000000000000014, 33.874476544)","(1.1999999999999993, 30.928869887999902)","(1.2999999999999972, 22.092049919999997)","(1.3999999999999986, 13.255229952)","(1.5, 5.891213312)","(1.6000000000000014, 1.472803328)","(1.6999999999999993, -7.36401664)","(1.8000000000000007, -11.782426624)","(1.9000000000000021, -16.200836608)","(2., -17.6736399359999)"
"(0., -7.36401664)","(0.10000000000000142, -5.891213312)","(0.1999999999999993, -1.472803328)","(0.3000000000000007, 2.945606656)","(0.3999999999999986, 2.945606656)","(0.5, 17.6736399359999)","(0.5999999999999979, 30.928869887999902)","(0.6999999999999993, 38.2928865279999)","(0.8000000000000007, 44.184099839999995)","(0.9000000000000021, 47.129706496)","(1., 45.656903168)","(1.1000000000000014, 36.8200832)","(1.1999999999999993, 30.928869887999902)","(1.2999999999999972, 20.619246592)","(1.3999999999999986, 8.836819967999899)","(1.5, 0.)","(1.6000000000000014, -7.36401664)","(1.6999999999999993, -16.200836608)","(1.8000000000000007, -17.6736399359999)","(1.9000000000000021, -22.092049919999997)","(2., -20.619246592)"
"(0., -2.945606656)","(0.10000000000000142, -4.4184099839999)","(0.1999999999999993, -4.4184099839999)","(0.3000000000000007, -1.472803328)","(0.3999999999999986, 0.)","(0.5, 10.309623296)","(0.5999999999999979, 23.564853248)","(0.6999999999999993, 35.347279871999895)","(0.8000000000000007, 41.238493184)","(0.9000000000000021, 44.184099839999995)","(1., 42.711296512000004)","(1.1000000000000014, 38.2928865279999)","(1.1999999999999993, 32.401673216)","(1.2999999999999972, 22.092049919999997)","(1.3999999999999986, 13.255229952)","(1.5, 2.945606656)","(1.6000000000000014, -4.4184099839999)","(1.6999999999999993, -17.6736399359999)","(1.8000000000000007, -26.510459904)","(1.9000000000000021, -25.037656576)","(2., -29.45606656)"
"(0., 2.945606656)","(0.10000000000000142, 4.4184099839999)","(0.1999999999999993, 1.472803328)","(0.3000000000000007, 2.945606656)","(0.3999999999999986, 4.4184099839999)","(0.5, 13.255229952)","(0.5999999999999979, 23.564853248)","(0.6999999999999993, 26.510459904)","(0.8000000000000007, 33.874476544)","(0.9000000000000021, 35.347279871999895)","(1., 33.874476544)","(1.1000000000000014, 30.928869887999902)","(1.1999999999999993, 22.092049919999997)","(1.2999999999999972, 14.72803328)","(1.3999999999999986, 8.836819967999899)","(1.5, 1.472803328)","(1.6000000000000014, -2.945606656)","(1.6999999999999993, -4.4184099839999)","(1.8000000000000007, -4.4184099839999)","(1.9000000000000021, -8.836819967999899)","(2., -10.309623296)"
"(0., -4.4184099839999)","(0.10000000000000142, -2.945606656)","(0.1999999999999993, -5.891213312)","(0.3000000000000007, -10.309623296)","(0.3999999999999986, -1.472803328)","(0.5, 7.36401664)","(0.5999999999999979, 19.146443263999902)","(0.6999999999999993, 27.983263232)","(0.8000000000000007, 33.874476544)","(0.9000000000000021, 35.347279871999895)","(1., 35.347279871999895)","(1.1000000000000014, 32.401673216)","(1.1999999999999993, 27.983263232)","(1.2999999999999972, 19.146443263999902)","(1.3999999999999986, 13.255229952)","(1.5, 2.945606656)","(1.6000000000000014, -1.472803328)","(1.6999999999999993, -7.36401664)","(1.8000000000000007, -10.309623296)","(1.9000000000000021, -11.782426624)","(2., -10.309623296)"
"(0., -10.309623296)","(0.10000000000000142, -7.36401664)","(0.1999999999999993, -7.36401664)","(0.3000000000000007, -5.891213312)","(0.3999999999999986, -5.891213312)","(0.5, 5.891213312)","(0.5999999999999979, 20.619246592)","(0.6999999999999993, 30.928869887999902)","(0.8000000000000007, 39.765689856)","(0.9000000000000021, 45.656903168)","(1., 45.656903168)","(1.1000000000000014, 42.711296512000004)","(1.1999999999999993, 38.2928865279999)","(1.2999999999999972, 30.928869887999902)","(1.3999999999999986, 17.6736399359999)","(1.5, 5.891213312)","(1.6000000000000014, -2.945606656)","(1.6999999999999993, -8.836819967999899)","(1.8000000000000007, -16.200836608)","(1.9000000000000021, -19.146443263999902)","(2., -22.092049919999997)"
"(0., 1.472803328)","(0.10000000000000142, 2.945606656)","(0.1999999999999993, 4.4184099839999)","(0.3000000000000007, 2.945606656)","(0.3999999999999986, 4.4184099839999)","(0.5, 8.836819967999899)","(0.5999999999999979, 19.146443263999902)","(0.6999999999999993, 27.983263232)","(0.8000000000000007, 29.45606656)","(0.9000000000000021, 33.874476544)","(1., 33.874476544)","(1.1000000000000014, 27.983263232)","(1.1999999999999993, 23.564853248)","(1.2999999999999972, 16.200836608)","(1.3999999999999986, 8.836819967999899)","(1.5, 1.472803328)","(1.6000000000000014, -4.4184099839999)","(1.6999999999999993, -10.309623296)","(1.8000000000000007, -11.782426624)","(1.9000000000000021, -14.72803328)","(2., -16.200836608)"
"(0., -2.945606656)","(0.10000000000000142, -1.472803328)","(0.1999999999999993, -2.945606656)","(0.3000000000000007, -4.4184099839999)","(0.3999999999999986, -4.4184099839999)","(0.5, -1.472803328)","(0.5999999999999979, 11.782426624)","(0.6999999999999993, 27.983263232)","(0.8000000000000007, 36.8200832)","(0.9000000000000021, 44.184099839999995)","(1., 48.602509823999895)","(1.1000000000000014, 47.129706496)","(1.1999999999999993, 38.2928865279999)","(1.2999999999999972, 29.45606656)","(1.3999999999999986, 16.200836608)","(1.5, 4.4184099839999)","(1.6000000000000014, -4.4184099839999)","(1.6999999999999993, -11.782426624)","(1.8000000000000007, -19.146443263999902)","(1.9000000000000021, -23.564853248)","(2., -26.510459904)"
"(0., -1.472803328)","(0.10000000000000142, -1.472803328)","(0.1999999999999993, -1.472803328)","(0.3000000000000007, 1.472803328)","(0.3999999999999986, 2.945606656)","(0.5, 17.6736399359999)","(0.5999999999999979, 25.037656576)","(0.6999999999999993, 32.401673216)","(0.8000000000000007, 39.765689856)","(0.9000000000000021, 38.2928865279999)","(1., 36.8200832)","(1.1000000000000014, 32.401673216)","(1.1999999999999993, 25.037656576)","(1.2999999999999972, 14.72803328)","(1.3999999999999986, 7.36401664)","(1.5, 1.472803328)","(1.6000000000000014, -5.891213312)","(1.6999999999999993, -13.255229952)","(1.8000000000000007, -17.6736399359999)","(1.9000000000000021, -16.200836608)","(2., -16.200836608)"
"(0., 0.)","(0.10000000000000142, -1.472803328)","(0.1999999999999993, 0.)","(0.3000000000000007, 4.4184099839999)","(0.3999999999999986, 8.836819967999899)","(0.5, 17.6736399359999)","(0.5999999999999979, 26.510459904)","(0.6999999999999993, 32.401673216)","(0.8000000000000007, 39.765689856)","(0.9000000000000021, 41.238493184)","(1., 38.2928865279999)","(1.1000000000000014, 30.928869887999902)","(1.1999999999999993, 26.510459904)","(1.2999999999999972, 17.6736399359999)","(1.3999999999999986, 7.36401664)","(1.5, 2.945606656)","(1.6000000000000014, -8.836819967999899)","(1.6999999999999993, -10.309623296)","(1.8000000000000007, -14.72803328)","(1.9000000000000021, -14.72803328)","(2., -17.6736399359999)"
"(0., -10.309623296)","(0.10000000000000142, -5.891213312)","(0.1999999999999993, -8.836819967999899)","(0.3000000000000007, -7.36401664)","(0.3999999999999986, -2.945606656)","(0.5, 1.472803328)","(0.5999999999999979, 17.6736399359999)","(0.6999999999999993, 30.928869887999902)","(0.8000000000000007, 35.347279871999895)","(0.9000000000000021, 44.184099839999995)","(1., 44.184099839999995)","(1.1000000000000014, 42.711296512000004)","(1.1999999999999993, 38.2928865279999)","(1.2999999999999972, 29.45606656)","(1.3999999999999986, 20.619246592)","(1.5, 10.309623296)","(1.6000000000000014, -1.472803328)","(1.6999999999999993, -8.836819967999899)","(1.8000000000000007, -16.200836608)","(1.9000000000000021, -22.092049919999997)","(2., -23.564853248)"
"(0., -5.891213312)","(0.10000000000000142, -5.891213312)","(0.1999999999999993, -4.4184099839999)","(0.3000000000000007, -5.891213312)","(0.3999999999999986, -2.945606656)","(0.5, 7.36401664)","(0.5999999999999979, 20.619246592)","(0.6999999999999993, 27.983263232)","(0.8000000000000007, 33.874476544)","(0.9000000000000021, 41.238493184)","(1., 36.8200832)","(1.1000000000000014, 35.347279871999895)","(1.1999999999999993, 29.45606656)","(1.2999999999999972, 17.6736399359999)","(1.3999999999999986, 11.782426624)","(1.5, 0.)","(1.6000000000000014, -4.4184099839999)","(1.6999999999999993, -8.836819967999899)","(1.8000000000000007, -8.836819967999899)","(1.9000000000000021, -10.309623296)","(2., -4.4184099839999)"
"(0., 0.)","(0.10000000000000142, 2.945606656)","(0.1999999999999993, 2.945606656)","(0.3000000000000007, -1.472803328)","(0.3999999999999986, 0.)","(0.5, 8.836819967999899)","(0.5999999999999979, 20.619246592)","(0.6999999999999993, 29.45606656)","(0.8000000000000007, 32.401673216)","(0.9000000000000021, 36.8200832)","(1., 36.8200832)","(1.1000000000000014, 29.45606656)","(1.1999999999999993, 25.037656576)","(1.2999999999999972, 17.6736399359999)","(1.3999999999999986, 8.836819967999899)","(1.5, 0.)","(1.6000000000000014, -4.4184099839999)","(1.6999999999999993, -10.309623296)","(1.8000000000000007, -16.200836608)","(1.9000000000000021, -14.72803328)","(2., -17.6736399359999)"
"(0., 0.)","(0.10000000000000142, 2.945606656)","(0.1999999999999993, 0.)","(0.3000000000000007, 0.)","(0.3999999999999986, 1.472803328)","(0.5, 4.4184099839999)","(0.5999999999999979, 17.6736399359999)","(0.6999999999999993, 27.983263232)","(0.8000000000000007, 33.874476544)","(0.9000000000000021, 41.238493184)","(1., 42.711296512000004)","(1.1000000000000014, 35.347279871999895)","(1.1999999999999993, 30.928869887999902)","(1.2999999999999972, 22.092049919999997)","(1.3999999999999986, 13.255229952)","(1.5, 2.945606656)","(1.6000000000000014, -7.36401664)","(1.6999999999999993, -13.255229952)","(1.8000000000000007, -13.255229952)","(1.9000000000000021, -17.6736399359999)","(2., -20.619246592)"
